Load_param,Vertical_disp,Horizontal_disp,Beam_angle
0.05,0.016794931,0,0.025119509
0.2,0.067179725,0,0.100162861
0.416666667,0.139957761,0,0.206391871
0.625,0.209936641,0,0.304305376
0.833333333,0.279915521,0,0.39656203
1.25,0.419873282,0,0.560839655
2.5,0.839746564,0,0.898482992
3.333333333,1.119662085,0,1.032571014
5,1.679493128,0,1.192003867
6.25,2.09936641,0,1.262535835
10,3.358986256,0,1.374356134
